-7.976996222996673991e-02,-3.340606585234950909e-02,2.018893209759330121e-02,-2.701128170707532347e-02,1.238148506188109510e-01,-1.209555288635467685e-01,1.512409798652949999e-01,8.896303009053421751e-02,1.980360426525980613e-02,-1.105344180848169128e-01,-4.519538341996300751e-02,1.059750421746411854e-02,-7.327756026669102196e-02,9.237596334336814485e-02,-1.717720567657696207e-02,9.448676882255389875e-02
-1.032799075980365966e-01,-5.568123151572091506e-02,4.167174006092414645e-02,-6.648199389292475114e-02,1.631252604705427101e-01,-2.688587551804861864e-01,1.344799819499423454e-01,8.002889661484791084e-02,-4.216327706624570237e-02,-1.726878496489048787e-01,-1.851438507855715787e-01,-3.600772231546768565e-02,-2.189906399041408602e-01,1.050441015547355222e-01,-2.807375806287834910e-02,1.969877284990352584e-01
1.032799075980364578e-01,5.568123151572080404e-02,-4.167174006092420196e-02,6.648199389292486217e-02,-1.631252604705425158e-01,2.688587551804860754e-01,-1.344799819499422067e-01,-8.002889661484771655e-02,4.216327706624578564e-02,1.726878496489047676e-01,1.851438507855716065e-01,3.600772231546775504e-02,2.189906399041408880e-01,-1.050441015547353973e-01,2.807375806287836645e-02,-1.969877284990353972e-01
-4.010668819706832144e-02,-1.867875029263286329e-02,4.049688997893946540e-02,-4.043937608267903633e-02,5.475672424624575957e-02,-1.380369837794879762e-01,-3.627012811077699739e-02,-3.154629341146905630e-02,-6.927916626005929668e-02,-7.920857386024100777e-02,-1.327546091023388275e-01,-5.778129786365530929e-02,-1.470138742466067239e-01,3.812400908746647887e-03,-1.364508069576063180e-02,8.806627532809833958e-02
-1.552549219065671102e-02,-1.353296553127541872e-02,-5.946410644541245960e-03,-8.357984637805428857e-03,3.097407394326096713e-02,-4.689600464614979147e-02,6.341974675204777034e-02,4.472911665403295906e-02,1.147605804078901184e-02,-2.547471116417046599e-02,-1.986103331550082701e-02,1.098321562630370958e-02,-2.355865701612575025e-02,3.669581264953624550e-02,-3.893383019219522501e-03,4.111871250644003745e-02
-1.552549219065649938e-02,-1.353296553127542393e-02,-5.946410644541298002e-03,-8.357984637805460082e-03,3.097407394326086305e-02,-4.689600464614990943e-02,6.341974675204772871e-02,4.472911665403295906e-02,1.147605804078908470e-02,-2.547471116417044518e-02,-1.986103331550090334e-02,1.098321562630367836e-02,-2.355865701612592719e-02,3.669581264953633570e-02,-3.893383019219606202e-03,4.111871250643984316e-02
-1.552549219065653754e-02,-1.353296553127528688e-02,-5.946410644541183510e-03,-8.357984637805402836e-03,3.097407394326079019e-02,-4.689600464614963882e-02,6.341974675204767320e-02,4.472911665403262599e-02,1.147605804078912807e-02,-2.547471116417029946e-02,-1.986103331550087212e-02,1.098321562630362458e-02,-2.355865701612578494e-02,3.669581264953625244e-02,-3.893383019219481302e-03,4.111871250643990561e-02
-4.349854150306226019e-02,-2.436861953449692350e-02,2.367740222623974933e-03,-1.744246719823288466e-02,7.353288368240711026e-02,-8.639232738921087673e-02,1.122076458575275437e-01,7.249911335622967468e-02,1.746790238516299221e-02,-6.374077905045513748e-02,-3.432667293354965676e-02,1.358437775456507526e-02,-4.809290998911930348e-02,6.674982232210749378e-02,-9.848162270533401819e-03,7.141141175159251842e-02
-2.797304931240572612e-02,-1.083565400322160366e-02,8.314150867164988440e-03,-9.084482560427660502e-03,4.255880973914648313e-02,-3.949632274306147384e-02,4.878789910547988440e-02,2.776999670219694460e-02,5.991844344373819034e-03,-3.826606788628492128e-02,-1.446563961804879506e-02,2.601162128261311907e-03,-2.453425297299363650e-02,3.005400967257119971e-02,-5.954779251313980365e-03,3.029269924515262669e-02
-2.797304931240572612e-02,-1.083565400322164356e-02,8.314150867165115075e-03,-9.084482560427764586e-03,4.255880973914639986e-02,-3.949632274306157098e-02,4.878789910547987052e-02,2.776999670219697930e-02,5.991844344373874545e-03,-3.826606788628487965e-02,-1.446563961804874648e-02,2.601162128261338795e-03,-2.453425297299373364e-02,3.005400967257114767e-02,-5.954779251313922252e-03,3.029269924515263362e-02
-3.627142072690469482e-02,-9.037446317852618552e-03,1.782119187496935403e-02,-9.568814508842504729e-03,5.028196693640379911e-02,-3.456320147433603052e-02,3.903333400776748396e-02,1.646391673430466773e-02,2.335701880096699434e-03,-4.679363903436188632e-02,-1.086871048641362136e-02,-2.986873537100972337e-03,-2.518465027757207930e-02,2.562614102126075863e-02,-7.329043406043600148e-03,2.307535707096160932e-02
-7.976996222996669827e-02,-3.340606585234945358e-02,2.018893209759330468e-02,-2.701128170707533388e-02,1.238148506188108677e-01,-1.209555288635467130e-01,1.512409798652948889e-01,8.896303009053421751e-02,1.980360426525981654e-02,-1.105344180848169267e-01,-4.519538341996295894e-02,1.059750421746412374e-02,-7.327756026669096645e-02,9.237596334336810322e-02,-1.717720567657696207e-02,9.448676882255380161e-02
-2.797304931240584755e-02,-1.083565400322163662e-02,8.314150867165182729e-03,-9.084482560427677850e-03,4.255880973914646925e-02,-3.949632274306155710e-02,4.878789910548004399e-02,2.776999670219698277e-02,5.991844344374113937e-03,-3.826606788628504618e-02,-1.446563961804877077e-02,2.601162128261321881e-03,-2.453425297299360180e-02,3.005400967257112685e-02,-5.954779251313976028e-03,3.029269924515251566e-02
1.180991545132522025e-01,3.101360970402668171e-02,-7.922910480859350624e-04,-3.704042747071817354e-02,-1.479138816616610841e-01,-8.732875029240948217e-02,-1.039444033155886571e-01,-7.030977697799865866e-02,-4.862286204511272886e-02,6.788662348202068042e-02,-8.228343644135187318e-02,-2.853798183387294685e-02,-9.876252895686789268e-02,-6.412191491992103032e-02,2.003952851896378604e-02,-1.182462507072382096e-02
-1.180991545132522441e-01,-3.101360970402669559e-02,7.922910480857876109e-04,3.704042747071815272e-02,1.479138816616610841e-01,8.732875029240924625e-02,1.039444033155886293e-01,7.030977697799882520e-02,4.862286204511276355e-02,-6.788662348202065266e-02,8.228343644135192869e-02,2.853798183387303705e-02,9.876252895686774003e-02,6.412191491992100256e-02,-2.003952851896379991e-02,1.182462507072395974e-02
-1.429942687567505866e-01,-2.561898664791940894e-02,2.931341407149821304e-02,3.558743162547368249e-02,1.710833532534322687e-01,1.021281140985857011e-01,7.468070802245341255e-02,3.639153707432708079e-02,3.765443465228281161e-02,-9.346933692625045142e-02,9.307422383625679752e-02,1.177387483778855395e-02,9.681133704313171773e-02,5.083830896599075139e-02,-2.416232098315279977e-02,-9.827401451850591163e-03
-8.436167963102575440e-02,-3.984645121106386578e-02,-1.362453728344388201e-02,3.248078454890633571e-02,6.779575344784012636e-02,7.017515428015323742e-02,-4.732604595260203606e-02,-1.415055426332736607e-02,-6.222828404936880942e-02,-2.355083913684316577e-03,-3.030173263150895413e-02,-1.081472339707161175e-02,4.497746906705224479e-02,-9.300874892947959272e-03,7.535958317891540414e-02,3.912602533267735966e-02
-8.436167963102549072e-02,-3.984645121106372700e-02,-1.362453728344381609e-02,3.248078454890641897e-02,6.779575344784008473e-02,7.017515428015323742e-02,-4.732604595260196667e-02,-1.415055426332723770e-02,-6.222828404936874697e-02,-2.355083913684366884e-03,-3.030173263150876678e-02,-1.081472339707168807e-02,4.497746906705227254e-02,-9.300874892948087641e-03,7.535958317891555680e-02,3.912602533267736660e-02
-8.436167963102533807e-02,-3.984645121106365068e-02,-1.362453728344379181e-02,3.248078454890631489e-02,6.779575344783997370e-02,7.017515428015320966e-02,-4.732604595260175157e-02,-1.415055426332719260e-02,-6.222828404936845553e-02,-2.355083913684543825e-03,-3.030173263150881188e-02,-1.081472339707172277e-02,4.497746906705236969e-02,-9.300874892948063355e-03,7.535958317891536251e-02,3.912602533267733190e-02
-8.436167963102536582e-02,-3.984645121106375476e-02,-1.362453728344395487e-02,3.248078454890632183e-02,6.779575344783984880e-02,7.017515428015315415e-02,-4.732604595260182095e-02,-1.415055426332742158e-02,-6.222828404936843472e-02,-2.355083913684545560e-03,-3.030173263150870433e-02,-1.081472339707169501e-02,4.497746906705230030e-02,-9.300874892948229888e-03,7.535958317891539027e-02,3.912602533267746374e-02
1.444368544552661060e-01,8.608144777398667180e-02,7.896972143038556713e-02,-5.850910837014906135e-03,4.484019573058255041e-03,-1.733362936803936327e-01,1.065466932501557135e-01,-1.583323547633239403e-01,2.402868525115623224e-02,1.384055200924443341e-01,9.555645022144698686e-02,-9.946076225843970137e-03,7.270922343395883058e-02,1.669571018204168700e-01,-8.155248131858003346e-02,2.267304849861774552e-02
-1.169571933529416213e-01,-8.270752120256311124e-02,-7.942133421928801451e-02,7.286368666282823370e-02,1.069170251095974550e-01,1.249816043404200216e-01,-7.269181069177699239e-02,2.643744562155455821e-02,-8.544268651084063748e-02,3.021135146793313755e-02,-7.508394009230537347e-02,-1.329858819798184627e-02,8.918336390441194972e-02,-5.776924890698587056e-04,6.468468545767319666e-02,1.212099799825403085e-01
4.348509685944058900e-03,-1.758373742034283205e-02,-3.936184082625502484e-02,1.434890927673413731e-02,-1.118697641052560088e-03,9.224761027425936247e-03,9.428114432746392132e-03,3.425714656942735470e-02,-1.035206302650358220e-03,2.648935889868037075e-02,-2.152177256159662488e-02,9.416777119526023934e-03,1.592769333751473809e-02,1.102548666202741480e-02,-1.038814956742757385e-03,4.059311220263905201e-02
4.348509685943961756e-03,-1.758373742034273490e-02,-3.936184082625508035e-02,1.434890927673391006e-02,-1.118697641052435188e-03,9.224761027425976145e-03,9.428114432746464990e-03,3.425714656942726449e-02,-1.035206302650327212e-03,2.648935889868024585e-02,-2.152177256159666652e-02,9.416777119525956280e-03,1.592769333751475891e-02,1.102548666202757266e-02,-1.038814956742782104e-03,4.059311220263904507e-02
1.173191609633017635e-01,-7.686881909370171795e-02,-2.133121993766270430e-01,4.260390646991793484e-02,-1.491210573136638462e-01,-3.141084371414308574e-02,-4.007230263940005088e-02,1.144127881940308206e-01,-8.287955405608062043e-02,2.174839710230292988e-01,-2.077243843765505527e-01,3.639592928320745796e-02,-4.736027883518951001e-04,-2.709446290650525252e-03,1.039639121428534568e-01,2.104281453504976418e-01
1.007224181343038399e-01,-7.327240372296328630e-02,-1.942981173610195400e-01,4.163524257308892640e-02,-1.336747429191485481e-01,-2.154460117669206032e-02,-5.958143283482428276e-02,9.180062825824714112e-02,-9.019183898463425941e-02,2.004288287268758684e-01,-2.005305261132788175e-01,2.521985795248381582e-02,-1.774397397509607302e-03,-1.156518359327087658e-02,1.012153838333940958e-01,1.959934610021155654e-01
2.206067400597263861e-01,-1.812662430681567238e-01,3.060633379202305493e-01,3.416119592207204625e-01,-2.478762429474656026e-01,2.667332299055236167e-01,1.340744810742958426e-01,1.488871699681358352e-01,-5.764850098258265942e-02,2.489287810345428009e-02,-1.144924657524583889e-01,4.599432230689075307e-02,-6.649122521882819270e-02,1.638134345831796512e-01,4.196985417351820069e-02,2.303701493533214240e-01
8.436167963102550460e-02,3.984645121106375476e-02,1.362453728344399997e-02,-3.248078454890621775e-02,-6.779575344784000146e-02,-7.017515428015332069e-02,4.732604595260206382e-02,1.415055426332724464e-02,6.222828404936885105e-02,2.355083913684370353e-03,3.030173263150881188e-02,1.081472339707164297e-02,-4.497746906705217540e-02,9.300874892947924577e-03,-7.535958317891537639e-02,-3.912602533267753313e-02
4.149185707249564148e-03,-8.991038426846391374e-04,-4.753520503901749981e-03,2.421659742072729271e-04,-3.861578598628900849e-03,-2.466560634362707782e-03,4.877282548856141237e-03,5.653039983945883432e-03,1.828071232138388496e-03,4.263785574038735787e-03,-1.798464565817630215e-03,2.794017832681168143e-03,3.251986522894365073e-04,2.213934325655000229e-03,6.871320773647604518e-04,3.608671087095692565e-03
-4.149185707249324756e-03,8.991038426846749160e-04,4.753520503901730032e-03,-2.421659742074411953e-04,3.861578598628800235e-03,2.466560634362648802e-03,-4.877282548856137767e-03,-5.653039983945870421e-03,-1.828071232138471979e-03,-4.263785574038843340e-03,1.798464565817821034e-03,-2.794017832681122606e-03,-3.251986522895663947e-04,-2.213934325655140742e-03,-6.871320773647671739e-04,-3.608671087095635752e-03
-4.149185707249201591e-03,8.991038426845940346e-04,4.753520503901799421e-03,-2.421659742074169092e-04,3.861578598628781153e-03,2.466560634362662680e-03,-4.877282548856033684e-03,-5.653039983945892105e-03,-1.828071232138560667e-03,-4.263785574038836401e-03,1.798464565818013589e-03,-2.794017832681098754e-03,-3.251986522895551190e-04,-2.213934325654885737e-03,-6.871320773647274921e-04,-3.608671087095838281e-03
-4.292042357268067987e-02,-3.973575144055147002e-02,-9.263361610041370708e-02,-1.652887825893605001e-02,-7.555438753545613839e-02,1.307816709569149527e-01,1.090927075311392547e-01,2.761894091285957975e-01,1.369503011389150426e-01,-1.214892868234244416e-01,4.390420374554207528e-02,9.947380511769433886e-02,-3.274222966730148954e-02,-9.246068622220526834e-02,1.515142398582358489e-02,-9.739502308786625318e-02
-3.952857026668665785e-02,-3.404588219868755206e-02,-5.450446634409842478e-02,-3.952578714338214616e-02,-9.433054697161756541e-02,7.913701456663763123e-02,-3.938506643716553624e-02,1.721440023608970249e-01,5.020323249369292029e-02,-1.369570816332101315e-01,-5.452373242324735914e-02,2.810812949947364900e-02,-1.316631939247890071e-01,-1.553981076355658020e-01,1.135450556059638093e-02,-8.074015951136050140e-02
5.406765149097137596e-02,-3.100639030173544392e-02,-7.963920297522142366e-02,2.789925188307421783e-02,-3.995915899355426126e-02,1.724168822639665644e-02,-4.643451089786025665e-03,-1.091466799193470116e-01,2.023740970693916896e-01,-1.126209831267880740e-01,-2.839952386206635593e-01,-2.596750538176992862e-01,8.809084290310520426e-02,1.348529674559746927e-01,8.006589144462494811e-02,-1.370753505448950305e-01
4.652661247772778980e-02,-3.579715570091474702e-02,-1.130148322276347400e-01,5.065399479331283983e-02,-1.732142095876416238e-02,7.135290525103651915e-02,1.389570403296628287e-01,-1.075431313559357602e-02,2.872930944824755306e-01,-1.014169738910404295e-01,-1.837688378860567462e-01,-1.911033960321595337e-01,1.866866085083034865e-01,1.955764545436803614e-01,8.317567779248730142e-02,-1.573388852084965650e-01
4.991846578372199916e-02,-3.010728645905044049e-02,-7.488568247131902056e-02,2.765708590886695531e-02,-3.609758039492574899e-02,1.970824886075988464e-02,-9.520733638641691587e-03,-1.147997199032921994e-01,2.005460258372532556e-01,-1.168847687008261194e-01,-2.821967740548461112e-01,-2.624690716503798593e-01,8.776564425081592735e-02,1.326390331303192449e-01,7.937875936726015991e-02,-1.406840216319905357e-01
-1.387277496807744481e-01,1.604548978626027245e-01,1.778267134039864805e-01,-1.162894046671924253e-01,-4.386471778234770497e-02,2.976138461839596475e-02,-8.171289808331258508e-02,1.587372321145358312e-01,8.859095614811131336e-02,1.351629612226090127e-01,-3.949425257650180932e-01,-1.611527053062439263e-01,1.394674337309707579e-01,2.204791854175829902e-01,-1.544036513775062444e-02,-2.365039875822068927e-01
1.886462154644966138e-01,-1.905621843216532552e-01,-2.527123958753056399e-01,1.439464905760594882e-01,7.767137387422125977e-03,-1.005313575763604715e-02,7.219216444467096983e-02,-2.735369520178281277e-01,1.119550696891421088e-01,-2.520477299234352153e-01,1.127457517101721901e-01,-1.013163663441358775e-01,-5.170178948015478892e-02,-8.784015228726378688e-02,9.481912450501089884e-02,9.581996595021663454e-02
1.886462154644967526e-01,-1.905621843216530609e-01,-2.527123958753054733e-01,1.439464905760595159e-01,7.767137387422122508e-03,-1.005313575763594480e-02,7.219216444467087268e-02,-2.735369520178277392e-01,1.119550696891418867e-01,-2.520477299234348822e-01,1.127457517101722595e-01,-1.013163663441357526e-01,-5.170178948015460851e-02,-8.784015228726391178e-02,9.481912450501089884e-02,9.581996595021669005e-02
1.043308517349096770e-01,1.879582462219087369e-01,5.703038338048320444e-02,3.681529020255043250e-01,-1.076727412494527664e-03,-3.194482504586090288e-01,2.133010008145552749e-01,9.512120845267846292e-02,1.007951553395872724e-01,5.685325928940100637e-02,-1.723721254222635724e-01,1.468412674343241020e-01,1.342768226036687162e-01,-3.257278015235003932e-01,4.727499686877195684e-02,-6.823658353075320870e-02
2.955200701154194753e-01,2.141609875234568028e-01,-1.823627901435586132e-02,-9.750213276132912998e-02,-5.975909717908018531e-02,-5.650061785949922477e-02,2.131124700610204370e-01,1.134962517991612713e-01,6.715608483779474114e-02,1.670019265468558611e-02,-3.456198820614718448e-02,1.789158350161681316e-02,-1.677997067391300348e-02,-6.026376570033676466e-02,-2.611648587053043077e-02,5.669747139391140278e-02
6.183913765135527763e-02,1.988270951504857165e-02,-2.086166913823496449e-03,-2.458099699194405546e-02,-6.340944089458201705e-02,-6.038105283901670783e-02,6.405757446505885855e-02,2.758738658822179959e-02,3.314762355165253027e-02,1.950563696129184454e-02,1.246964750429362112e-02,2.866474891652296200e-02,-2.632700958610910413e-02,1.558591021207965388e-02,1.375887522868817631e-02,-1.983881592465142063e-02
-6.183913765135518048e-02,-1.988270951504856471e-02,2.086166913823503388e-03,2.458099699194406240e-02,6.340944089458201705e-02,6.038105283901694376e-02,-6.405757446505883079e-02,-2.758738658822190021e-02,-3.314762355165256497e-02,-1.950563696129205965e-02,-1.246964750429355520e-02,-2.866474891652304180e-02,2.632700958610920822e-02,-1.558591021207974062e-02,-1.375887522868817631e-02,1.983881592465154206e-02
6.183913765135522211e-02,1.988270951504847797e-02,-2.086166913823420122e-03,-2.458099699194429832e-02,-6.340944089458185051e-02,-6.038105283901740866e-02,6.405757446505899733e-02,2.758738658822174755e-02,3.314762355165268293e-02,1.950563696129194863e-02,1.246964750429351357e-02,2.866474891652287180e-02,-2.632700958610946496e-02,1.558591021207990368e-02,1.375887522868814161e-02,-1.983881592465134777e-02
-4.367775597393551423e-02,-3.314677835600252087e-02,-4.975094584019605637e-02,-3.976795311758907908e-02,-9.046896837298891436e-02,8.160357520100111617e-02,-4.426234898602122991e-02,1.664909623769517677e-01,4.837516126155413931e-02,-1.412208672072478577e-01,-5.272526785742938371e-02,2.531411166679330485e-02,-1.319883925770782285e-01,-1.576120419612215551e-01,1.066737348323171936e-02,-8.434883059845529885e-02
4.367775597393556974e-02,3.314677835600265965e-02,4.975094584019610494e-02,3.976795311758882234e-02,9.046896837298885885e-02,-8.160357520100115780e-02,4.426234898602113971e-02,-1.664909623769516012e-01,-4.837516126155401441e-02,1.412208672072478022e-01,5.272526785742913391e-02,-2.531411166679336383e-02,1.319883925770781452e-01,1.576120419612215273e-01,-1.066737348323170548e-02,8.434883059845527109e-02
4.367775597393561832e-02,3.314677835600270128e-02,4.975094584019625066e-02,3.976795311758889867e-02,9.046896837298894212e-02,-8.160357520100121331e-02,4.426234898602118828e-02,-1.664909623769514901e-01,-4.837516126155417401e-02,1.412208672072478022e-01,5.272526785742930738e-02,-2.531411166679321118e-02,1.319883925770780342e-01,1.576120419612216106e-01,-1.066737348323174711e-02,8.434883059845532660e-02
4.782694168118531430e-02,3.224767451331798929e-02,4.499742533629402796e-02,4.001011909179628262e-02,8.660738977436030495e-02,-8.407013583536418477e-02,4.913963153487744401e-02,-1.608379223930062329e-01,-4.654709002941577467e-02,1.454846527812862500e-01,5.092680329161160951e-02,-2.252009383411240212e-02,1.323135912293674499e-01,1.598259762868765033e-01,-9.980241405866816656e-03,8.795750168555122039e-02
4.782694168118526573e-02,3.224767451331796847e-02,4.499742533629387531e-02,4.001011909179622017e-02,8.660738977436030495e-02,-8.407013583536410151e-02,4.913963153487721502e-02,-1.608379223930062607e-01,-4.654709002941579549e-02,1.454846527812861112e-01,5.092680329161165809e-02,-2.252009383411234661e-02,1.323135912293674221e-01,1.598259762868765310e-01,-9.980241405866821860e-03,8.795750168555127591e-02
-1.009584224600244273e-01,-3.625003584032576720e-02,5.389544732163873385e-03,3.151212065207715379e-02,8.324206784235432810e-02,8.004139681760330527e-02,-6.683517614802532425e-02,-3.676271419910918936e-02,-6.954056897792219860e-02,-1.941022620983785460e-02,-2.310787436823861715e-02,-2.199079472779453745e-02,4.367667445789425590e-02,-1.815661219556762365e-02,7.261105486945597376e-02,2.469134098429467961e-02
-1.678893830002482768e-01,-2.022436359181356558e-02,5.783453709490828099e-02,3.413443578022812286e-02,1.942528248452036199e-01,1.169274779047611984e-01,4.541701272931786271e-02,2.473297170652657972e-03,2.668600725945236701e-02,-1.190520503704813882e-01,1.038650112311629015e-01,-4.990232158296295170e-03,9.486014512939532073e-02,3.755470301206050021e-02,-2.828511344734224719e-02,-3.147942797442458696e-02
8.298371414499190746e-03,-1.798207685368490710e-03,-9.507041007803362920e-03,4.843319484151391296e-04,-7.723157197256913520e-03,-4.933121268725283726e-03,9.754565097711602462e-03,1.130607996789136441e-02,3.656142464276595713e-03,8.527571148076923402e-03,-3.596929131635239613e-03,5.588035665361661478e-03,6.503973045787342366e-04,4.427868651309861681e-03,1.374264154729876522e-03,7.217342174191461457e-03
-8.298371414499201154e-03,1.798207685368494613e-03,9.507041007803395880e-03,-4.843319484151495380e-04,7.723157197256823314e-03,4.933121268725335767e-03,-9.754565097711668381e-03,-1.130607996789157431e-02,-3.656142464276489895e-03,-8.527571148076926871e-03,3.596929131635313338e-03,-5.588035665361633722e-03,-6.503973045786544394e-04,-4.427868651309943213e-03,-1.374264154729880425e-03,-7.217342174191503090e-03
-4.149185707249744559e-03,8.991038426841742315e-04,4.753520503901730032e-03,-2.421659742076823219e-04,3.861578598628272879e-03,2.466560634362499616e-03,-4.877282548856030214e-03,-5.653039983945791491e-03,-1.828071232138341225e-03,-4.263785574038350679e-03,1.798464565817417711e-03,-2.794017832680821198e-03,-3.251986522893740572e-04,-2.213934325654842369e-03,-6.871320773649321895e-04,-3.608671087095510419e-03
4.149185707249647415e-03,-8.991038426842609677e-04,-4.753520503901824575e-03,2.421659742075400745e-04,-3.861578598628442882e-03,-2.466560634362634924e-03,4.877282548855957356e-03,5.653039983945850472e-03,1.828071232138439237e-03,4.263785574038170267e-03,-1.798464565817378680e-03,2.794017832680795177e-03,3.251986522891867071e-04,2.213934325654900483e-03,6.871320773648489227e-04,3.608671087095415009e-03
4.149185707249550270e-03,-8.991038426843494386e-04,-4.753520503901804625e-03,2.421659742075088495e-04,-3.861578598628491454e-03,-2.466560634362686966e-03,4.877282548855913988e-03,5.653039983945786287e-03,1.828071232138359439e-03,4.263785574038288229e-03,-1.798464565817354394e-03,2.794017832680885383e-03,3.251986522893072704e-04,2.213934325654895278e-03,6.871320773648437186e-04,3.608671087095420213e-03
4.149185707249674303e-03,-8.991038426845350540e-04,-4.753520503901879218e-03,2.421659742072625188e-04,-3.861578598628713499e-03,-2.466560634362645332e-03,4.877282548856009398e-03,5.653039983945725572e-03,1.828071232138553728e-03,4.263785574038191084e-03,-1.798464565817640623e-03,2.794017832680859362e-03,3.251986522893775267e-04,2.213934325654882268e-03,6.871320773650275993e-04,3.608671087095558123e-03
4.149185707249543331e-03,-8.991038426845558706e-04,-4.753520503901868810e-03,2.421659742075088495e-04,-3.861578598628484515e-03,-2.466560634362936766e-03,4.877282548855950417e-03,5.653039983945600672e-03,1.828071232138386328e-03,4.263785574038225779e-03,-1.798464565817600724e-03,2.794017832680869770e-03,3.251986522892751780e-04,2.213934325655140742e-03,6.871320773648922908e-04,3.608671087095612767e-03
-4.149185707249617924e-03,8.991038426844691345e-04,4.753520503901847993e-03,-2.421659742076302801e-04,3.861578598628560843e-03,2.466560634362634924e-03,-4.877282548855915723e-03,-5.653039983945840063e-03,-1.828071232138538116e-03,-4.263785574038129501e-03,1.798464565817508784e-03,-2.794017832680720584e-03,-3.251986522893289544e-04,-2.213934325655210131e-03,-6.871320773648628005e-04,-3.608671087095559858e-03
8.298371414499183807e-03,-1.798207685368395300e-03,-9.507041007803369859e-03,4.843319484153195409e-04,-7.723157197256779946e-03,-4.933121268725276787e-03,9.754565097711713484e-03,1.130607996789131584e-02,3.656142464276611326e-03,8.527571148076951157e-03,-3.596929131635229204e-03,5.588035665361611171e-03,6.503973045786926033e-04,4.427868651309990050e-03,1.374264154729829684e-03,7.217342174191461457e-03
4.149185707249642210e-03,-8.991038426844292358e-04,-4.753520503901926056e-03,2.421659742074862168e-04,-3.861578598628724775e-03,-2.466560634362579413e-03,4.877282548855903579e-03,5.653039983945725572e-03,1.828071232138564137e-03,4.263785574038121695e-03,-1.798464565817604194e-03,2.794017832680810789e-03,3.251986522894746712e-04,2.213934325655009770e-03,6.871320773650137215e-04,3.608671087095526031e-03
-4.149185707249567617e-03,8.991038426842705086e-04,4.753520503901502783e-03,-2.421659742076753830e-04,3.861578598628255532e-03,2.466560634362550790e-03,-4.877282548855950417e-03,-5.653039983945829655e-03,-1.828071232138292652e-03,-4.263785574038461701e-03,1.798464565817458477e-03,-2.794017832680761784e-03,-3.251986522893914044e-04,-2.213934325654977678e-03,-6.871320773649677513e-04,-3.608671087095668278e-03
4.149185707249682976e-03,-8.991038426840666786e-04,-4.753520503901528804e-03,2.421659742076684441e-04,-3.861578598628231246e-03,-2.466560634362527371e-03,4.877282548855874089e-03,5.653039983945506997e-03,1.828071232138260560e-03,4.263785574038475579e-03,-1.798464565817579908e-03,2.794017832680869770e-03,3.251986522893740572e-04,2.213934325654802471e-03,6.871320773649304547e-04,3.608671087095657870e-03
-4.149185707249649149e-03,8.991038426846755666e-04,4.753520503901976363e-03,-2.421659742074776245e-04,3.861578598628569517e-03,2.466560634362721660e-03,-4.877282548855915723e-03,-5.653039983945701286e-03,-1.828071232138342092e-03,-4.263785574038145981e-03,1.798464565817614602e-03,-2.794017832680947833e-03,-3.251986522893324238e-04,-2.213934325655027985e-03,-6.871320773647777991e-04,-3.608671087095650931e-03
-4.149185707249595373e-03,8.991038426845519675e-04,4.753520503902035343e-03,-2.421659742074290522e-04,3.861578598628480179e-03,2.466560634362680027e-03,-4.877282548855926131e-03,-5.653039983945725572e-03,-1.828071232138267499e-03,-4.263785574038260473e-03,1.798464565817566030e-03,-2.794017832680833341e-03,-3.251986522891658904e-04,-2.213934325654970739e-03,-6.871320773648957603e-04,-3.608671087095556822e-03
